neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,first_review,review_scores_rating,amnt_self_checkin,amnt_instant_book,amnt_kitchen,amnt_hair_dryer,amnt_free_parking,amnt_wifi,amnt_private_bathroom,amnt_bbq_grill,amnt_washer,amnt_pets_allowed,amnt_clothes_dryer,amnt_heating,amnt_air_conditioning,amnt_workspace,amnt_iron,amnt_pool,amnt_bathtub,amnt_ev_charger,amnt_crib,amnt_king_bed,amnt_gym,amnt_breakfast,amnt_fireplace,amnt_smoking_allowed,amnt_waterfront,amnt_smoke_alarm,amnt_carbon_monoxide_alarm
Taito Ku,Shared room in kezhan,Shared room,1,3.0,0.0,1.0,2009.0,51,2024-01-04,4.67,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2293.0,56,2023-12-11,4.68,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,71,2023-12-15,4.8,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,83,2024-01-14,4.82,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Toshima Ku,Room in hotel,Private room,2,1.0,1.0,2.0,10494.0,74,2024-01-08,4.58,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Setagaya Ku,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,29000.0,22,2024-05-05,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,7512.0,120,2023-12-27,4.88,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9772.0,11,2024-01-15,4.64,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire townhouse,Entire home/apt,6,0.5,3.0,4.0,38231.0,34,2024-02-11,4.91,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1
Shinjuku Ku,Entire home,Entire home/apt,6,1.0,2.0,5.0,34072.0,66,2024-01-06,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1
Katsushika Ku,Entire home,Entire home/apt,11,2.5,4.0,8.0,39575.0,83,2024-01-06,4.96,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1
Taito Ku,Shared room in kezhan,Shared room,1,3.0,1.0,1.0,2009.0,74,2024-01-02,4.7,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,16829.0,11,2023-12-15,4.82,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,16150.0,52,2023-12-17,4.96,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
Toshima Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,0.0,19143.0,28,2024-01-19,4.89,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,11808.0,18,2024-01-03,4.83,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,19189.0,1,2024-05-15,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,6,1.0,1.0,4.0,27226.0,22,2024-05-09,4.95,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0
Meguro Ku,Private room in rental unit,Private room,1,1.0,0.0,1.0,8198.0,33,2023-12-26,4.61,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,19400.0,5,2023-12-24,4.8,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,11983.0,4,2024-11-09,5.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,6,1.5,1.0,3.0,14078.0,57,2023-12-20,4.75,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,20372.0,39,2023-12-28,4.85,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,13836.0,23,2023-12-29,4.74,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Adachi Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,3943.0,29,2024-05-14,4.97,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire home,Entire home/apt,14,1.0,4.0,8.0,15146.0,59,2024-01-03,4.71,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,10317.0,26,2024-01-14,4.5,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire home,Entire home/apt,8,1.0,2.0,6.0,25633.0,34,2023-12-16,4.91,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,2.0,14000.0,13,2023-12-30,4.85,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire home,Entire home/apt,11,1.5,4.0,5.0,27938.0,40,2023-12-16,4.95,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Shared room in ryokan,Shared room,1,0.5,1.0,1.0,3315.0,37,2024-03-22,4.86,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Nakano Ku,Entire home,Entire home/apt,9,1.0,2.0,3.0,8285.0,79,2024-01-14,4.82,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Kita Ku,Entire home,Entire home/apt,5,1.5,2.0,17.0,14495.0,29,2023-12-24,4.76,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,20514.0,17,2024-01-18,4.35,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Toshima Ku,Entire home,Entire home/apt,7,1.0,3.0,4.0,22465.0,31,2024-01-19,4.74,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Setagaya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,33095.0,28,2023-12-23,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,7.0,27782.0,37,2023-12-25,4.86,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Itabashi Ku,Entire home,Entire home/apt,6,1.0,2.0,5.0,14494.0,36,2024-01-04,4.86,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,7253.0,17,2023-12-15,4.71,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,20000.0,45,2024-01-16,4.51,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,8640.0,292,2023-12-25,4.93,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,8486.0,23,2024-01-02,3.87,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,10093.0,35,2024-01-19,4.29,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire home,Entire home/apt,8,1.0,3.0,6.0,28438.0,25,2024-01-14,4.8,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,7,1.0,3.0,4.0,73199.0,39,2023-12-15,4.79,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Meguro Ku,Entire rental unit,Entire home/apt,10,1.0,3.0,8.0,26358.0,36,2023-12-29,4.69,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,13732.0,75,2023-12-21,4.99,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Edogawa Ku,Room in hotel,Private room,2,1.0,1.0,1.0,8846.0,8,2023-12-25,4.75,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,15000.0,3,2024-04-29,5.0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,18588.0,25,2024-02-08,4.56,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,10383.0,21,2023-12-24,4.76,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,14257.0,4,2024-06-21,5.0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Shinjuku Ku,Entire home,Entire home/apt,16,1.5,5.0,13.0,39771.0,47,2023-12-21,4.87,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0
Akishima Shi,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,13915.0,17,2023-12-25,4.94,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire home,Entire home/apt,10,2.0,3.0,0.0,13372.0,20,2024-02-08,4.55,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,9780.0,20,2024-01-10,4.8,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,13205.0,16,2024-03-11,4.75,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,9990.0,5,2024-01-12,4.2,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,33150.0,7,2024-01-28,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Meguro Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11789.0,17,2024-01-31,4.88,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,14793.0,13,2023-12-14,4.92,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9772.0,8,2024-01-01,4.38,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,13705.0,67,2024-01-06,4.91,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,9816.0,44,2023-12-30,4.84,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,7463.0,75,2023-12-29,4.81,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,13165.0,3,2024-11-23,4.67,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,19218.0,92,2023-12-17,4.99,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12790.0,24,2024-02-09,4.83,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12790.0,23,2024-02-13,4.83,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12790.0,19,2024-02-20,4.79,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12646.0,23,2024-02-26,4.87,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,7501.0,147,2023-12-15,4.82,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,7,1.0,2.0,4.0,11290.0,1,2024-02-27,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,14000.0,10,2024-02-26,4.8,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,10,1.0,2.0,6.0,34990.0,0,,,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,14000.0,11,2024-01-03,4.73,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,35,2024-02-11,4.97,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12646.0,25,2024-02-12,4.88,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,22,2024-02-22,4.86,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,8680.0,2,2024-02-13,3.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,11208.0,36,2023-12-24,4.72,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11899.0,1,2024-03-06,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,10560.0,2,2024-11-20,4.5,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,10560.0,3,2024-07-01,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,11550.0,2,2024-11-02,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12790.0,19,2024-02-13,4.84,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16429.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Setagaya Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,6190.0,1,2024-02-25,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,10120.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,8,1.5,3.0,6.0,74260.0,53,2023-12-23,4.85,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,6680.0,3,2024-01-30,4.67,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,10645.0,27,2024-02-05,4.93,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,28,2024-02-12,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,23,2024-01-03,4.87,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,6780.0,1,2024-02-16,4.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,7050.0,2,2024-08-01,5.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Katsushika Ku,Private room in home,Private room,4,0.0,1.0,6.0,11400.0,8,2024-12-25,4.75,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Katsushika Ku,Private room in home,Private room,6,1.0,1.0,1.0,15200.0,3,2025-03-23,5.0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Private room in rental unit,Private room,2,1.0,1.0,2.0,8172.0,15,2024-03-13,4.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,8479.0,1,2024-12-11,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,9080.0,13,2024-01-02,4.85,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,29,2023-12-31,4.9,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,29,2024-01-25,4.86,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,36,2024-01-01,4.97,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Setagaya Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,12072.0,51,2024-01-19,4.92,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,10340.0,0,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,30336.0,53,2023-12-19,4.98,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,8745.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,20503.0,52,2023-12-25,4.81,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12790.0,34,2024-02-06,4.97,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,32,2024-01-09,4.94,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,12934.0,21,2024-01-01,4.71,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,14077.0,37,2024-01-16,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Bunkyo Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,100000.0,0,,,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,6680.0,2,2024-03-05,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,8869.0,19,2024-02-13,4.74,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Private room in rental unit,Private room,2,1.0,1.0,2.0,8172.0,33,2024-02-28,4.52,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire home,Entire home/apt,5,1.0,1.0,4.0,23054.0,33,2023-12-22,4.88,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Katsushika Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11915.0,19,2024-08-25,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,14295.0,20,2024-02-14,4.95,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,14295.0,31,2024-01-20,4.84,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,15724.0,25,2024-01-02,4.96,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire condo,Entire home/apt,4,1.0,1.0,2.0,9220.0,14,2024-01-07,4.57,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Bunkyo Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,8930.0,1,2024-07-07,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Bunkyo Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,15000.0,2,2024-08-07,4.5,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
